Customer Name,Season,Business Type,Load Name
load_3097,summer,agriculture,load_3097
load_3098,summer,agriculture,load_3098
load_3099,summer,agriculture,load_3099
load_3101,summer,agriculture,load_3101
load_3102,summer,agriculture,load_3102
load_3103,summer,agriculture,load_3103
load_3104,summer,agriculture,load_3104
load_3105,summer,agriculture,load_3105
load_3106,summer,agriculture,load_3106
load_3108,summer,agriculture,load_3108
load_3109,summer,agriculture,load_3109
load_3110,summer,agriculture,load_3110
load_3111,summer,agriculture,load_3111
load_3112,summer,agriculture,load_3112
load_3114,summer,agriculture,load_3114
load_3115,summer,agriculture,load_3115
load_3116,summer,agriculture,load_3116
load_3117,summer,agriculture,load_3117
load_3120,summer,agriculture,load_3120
load_3121,summer,agriculture,load_3121
load_3122,summer,agriculture,load_3122
load_3123,summer,agriculture,load_3123
load_3124,summer,agriculture,load_3124
load_3125,summer,agriculture,load_3125
load_3126,summer,agriculture,load_3126
load_3127,summer,agriculture,load_3127
load_3128,summer,agriculture,load_3128
load_3129,summer,agriculture,load_3129
load_3130,summer,agriculture,load_3130
load_3131,summer,agriculture,load_3131
load_3132,summer,agriculture,load_3132
load_3134,summer,agriculture,load_3134
load_3135,summer,agriculture,load_3135
load_3136,summer,agriculture,load_3136
load_3137,summer,agriculture,load_3137
load_3138,summer,agriculture,load_3138
load_3139,summer,agriculture,load_3139
load_3141,summer,agriculture,load_3141
load_3142,summer,agriculture,load_3142
load_3143,summer,agriculture,load_3143
load_3144,summer,agriculture,load_3144
load_3145,summer,agriculture,load_3145
load_3146,summer,agriculture,load_3146
load_3147,summer,agriculture,load_3147
load_3148,summer,agriculture,load_3148
load_3149,summer,agriculture,load_3149
load_3150,summer,agriculture,load_3150
load_3151,summer,agriculture,load_3151
load_3152,summer,agriculture,load_3152
load_3153,summer,agriculture,load_3153
load_3154,summer,agriculture,load_3154
load_3155,summer,agriculture,load_3155
load_3157,summer,agriculture,load_3157
load_3158,summer,agriculture,load_3158
load_3159,summer,agriculture,load_3159
load_3160,summer,agriculture,load_3160
load_3161,summer,agriculture,load_3161
load_3162,summer,agriculture,load_3162
